"UNIVERSITY OF TECHNOLOGY, MAURITIUS",,,,,,,,,,,,,,,,,,,,,
CAFMT,BA (Hons) Graphics Design,V4.0,L3S2,BGD/23A/FT,15 Weeks,11,DHUNY Riyad (Dr),LALOO Nassirah (Dr),DENMAMODE Leila (Dr),GRPH3109C,Packaging Design,3+7,6,40:60,DENMAMODE Leila (Dr),FT,Even,Odd,Wednesday,13:00 - 16:00,DML Lab
CAFMT,BA (Hons) Graphics Design,V4.0,L2S2,BGD/24A/FT,15 Weeks,18,DHUNY Riyad (Dr),LALOO Nassirah (Dr),DHUNY Riyad (Dr),GRPH1104C,Basic 3D Animation,3+7,6,40:60,AUNGNOO Chiranjiv (Mr),FT,Even,Odd,Monday,09:00 - 12:00,DML Lab
CAFMT,BA (Hons) Graphics Design,V4.0,L2S2,BGD/24A/FT,15 Weeks,18,DHUNY Riyad (Dr),LALOO Nassirah (Dr),DHUNY Riyad (Dr),UTM2101,Life Skills and Good Practices,3+7,6,,AUNGNOO Chiranjiv (Mr),FT,Odd,Even,Thursday,11.00 - 14.00,BPML 0.02A
CAFMT,BA (Hons) Graphics Design,V4.0,L2S2,BGD/24A/FT,15 Weeks,18,DHUNY Riyad (Dr),LALOO Nassirah (Dr),DHUNY Riyad (Dr),MULT2106C,Advanced Video Editing,3+7,6,40:60,AUNGNOO Chiranjiv (Mr),FT,Even,Odd,Monday,13:00 - 16:00,DML Lab
CAFMT,BA (Hons) Graphics Design,V4.0,L2S2,BGD/24A/FT,15 Weeks,18,DHUNY Riyad (Dr),LALOO Nassirah (Dr),DHUNY Riyad (Dr),PROJ2108C,Portfolio Development,3+7,6,100% CWK,LALOO Nassirah (Dr),FT,Even,Odd,Tuesday,09:00 - 12:00,DML Lab
ISE,BEng(Hons) Electronic Engineering,4.1,L3S2,BEE/23A/FT,15 Weeks,10,GOPEE Ajit (Mr),HEERASING R H (Mr),HEERASING Rishi (Mr),BEE3208C,Optoelectronic Devices & Applications,3+7,6,,HEERASING Rishi (Mr),FT,Odd,Even,Thursday,11:00 - 14:00,BPML 0.08
ISE,BEng(Hons) Electronic Engineering,4.1,L3S2,BEE/23A/FT,15 Weeks,10,GOPEE Ajit (Mr),HEERASING R H (Mr),HEERASING Rishi (Mr),BEE3209C,Project Management for Engineers,3+7,5,,MUNGRA Mirnal (Mr),FT,Odd,Even,Wednesday,11.00 - 14.00,BPML 0.11
ISE,BEng(Hons) Electronic Engineering,4.1,L3S2,BEE/23A/FT,15 Weeks,10,GOPEE Ajit (Mr),HEERASING R H (Mr),HEERASING Rishi (Mr),BEE3210C,RF & Microwave System Design,3+7,6,,BHUNGEE Pravesh (Mr),PT,Odd,Even,Friday,9.00 - 12.00,DEL Lab
ISE,BEng(Hons) Electronic Engineering,4.1,L3S2,BEE/23A/FT,15 Weeks,10,GOPEE Ajit (Mr),HEERASING R H (Mr),HEERASING Rishi (Mr),BEE3211C,Feedback Control,3+7,6,,BHUNGEE Pravesh (Mr),PT,Odd,Even,Friday,12.30 - 15.30,DEL Lab
ISE,BEng(Hons) Electronic Engineering,4.1,L3S2,BEE/23A/FT,15 Weeks,10,GOPEE Ajit (Mr),HEERASING R H (Mr),HEERASING Rishi (Mr),BEE3212C,Design and Innovation Project,3+7,8,,MUNGRA Mirnal (Mr),FT,Odd,Even,Tuesday,11.00 - 14.00,BPML 0.08
ISE,BEng(Hons) Electronic Engineering,4.1,L3S2,BEE/23A/FT,15 Weeks,10,GOPEE Ajit (Mr),HEERASING R H (Mr),HEERASING Rishi (Mr),BEE3101C,Professional Studies,1 week (during break),0,,HEERASING Rishi (Mr),FT,Off Semester,,N/A,N/A,N/A
ISE,BSc (Hons) Computer Science with Network Security,6,L3S3,BCNS/21B/PT,15 Weeks,5,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),MUNGRA Mirnal (Mr),BCNS3006C,Capstone Computer Science Project (ongoing),N/A,12,100% CWK,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ISE,BSc (Hons) Computer Science with Network Security,6,L3S3,BCNS/21B/PT,15 Weeks,5,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),MUNGRA Mirnal (Mr),BCNS3108C,Cloud Computing,3+7,6,,VENCATAPILLAY Vellen (Mr),PT,Odd,Even,Saturday,12.30 - 15.30,Lab G1.2
ISE,BSc (Hons) Computer Science with Network Security,6,L3S3,BCNS/21B/PT,15 Weeks,5,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),MUNGRA Mirnal (Mr),BCNS3109C,Cryptocurrency & Blockchain,3+7,6,,ARMOOGUM Sandhya Assoc Prof (Dr),FT,Odd,Even,Tuesday,16:30 - 19:30,Lab G0.2
ISE,BSc (Hons) Computer Science with Network Security,6,L3S2,BCNS/23A/FT1,15 Weeks,19,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),HEERASING Rishi (Mr),BCNS3006C,Capstone Computer Science Project (Ongoing),N/A,12,100% CWK,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ISE,BSc (Hons) Computer Science with Network Security,6,L3S2,BCNS/23A/FT1,15 Weeks,19,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),HEERASING Rishi (Mr),BCNS3207C,Digital Forensics,3+7,6,,SURAJBALI Bolanath (Mr),PT,Odd,Even,Saturday,9.00 - 12.00,Lab G1.1
ISE,BSc (Hons) Computer Science with Network Security,6,L3S2,BCNS/23A/FT1,15 Weeks,19,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),HEERASING Rishi (Mr),BCNS3208C,Cloud Computing,3+7,6,,VENCATAPILLAY Vellen (Mr),PT,Odd,Even,Saturday,12.30 - 15.30,Lab G1.2
ISE,BSc (Hons) Computer Science with Network Security,6,L3S2,BCNS/23A/FT1,15 Weeks,19,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),HEERASING Rishi (Mr),BCNS3209C,Cryptocurrency & Blockchain,3+7,6,,ARMOOGUM Sandhya Assoc Prof (Dr),FT,Odd,Even,Monday,11.00 - 14.00,BPML 0.11
ISE,BSc (Hons) Computer Science with Network Security,6,L3S2,BCNS/23A/FT2,15 Weeks,16,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),SOOKARAH Doorgesh (Mr),BCNS3006C,Capstone Computer Science Project (Ongoing),N/A,12,100% CWK,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ISE,BSc (Hons) Computer Science with Network Security,6,L3S2,BCNS/23A/FT2,15 Weeks,16,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),SOOKARAH Doorgesh (Mr),BCNS3207C,Digital Forensics,3+7,6,,SURAJBALI Bolanath (Mr),PT,Odd,Even,Saturday,9.00 - 12.00,Lab G1.1
ISE,BSc (Hons) Computer Science with Network Security,6,L3S2,BCNS/23A/FT2,15 Weeks,16,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),SOOKARAH Doorgesh (Mr),BCNS3208C,Cloud Computing,3+7,6,,VENCATAPILLAY Vellen (Mr),PT,Odd,Even,Saturday,12.30 - 15.30,Lab G1.2
ISE,BSc (Hons) Computer Science with Network Security,6,L3S2,BCNS/23A/FT2,15 Weeks,16,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),SOOKARAH Doorgesh (Mr),BCNS3209C,Cryptocurrency & Blockchain,3+7,6,,ARMOOGUM Sandhya Assoc Prof (Dr),FT,Odd,Even,Monday,11.00 - 14.00,BPML 0.11
ISE,BSc (Hons) Computer Science with Network Security,6,L2S3,BCNS/23A/PT,15 Weeks,9,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),MUNGRA Mirnal (Mr),BCNS2207C,Research and Innovation (BCNS),3+7,6,,ARMOOGUM Vinaye (Prof),FT,Odd,Even,Saturday,8.00 - 11.00,BPML 1.09
ISE,BSc (Hons) Computer Science with Network Security,6,L2S3,BCNS/23A/PT,15 Weeks,9,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),MUNGRA Mirnal (Mr),BCNS2209C,Cross-Platform Mobile Applications ,3+7,6,,ARMOOGUM Vinaye (Prof),FT,Odd,Even,Saturday,11.00 - 14.00,BPML 1.09
ISE,BSc (Hons) Computer Science with Network Security,6,L2S3,BCNS/23A/PT,15 Weeks,9,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),MUNGRA Mirnal (Mr),WAT2140C,Web Service Development,3+7,6,,SOOKARAH Doorgesh (Mr),FT,Odd,Even,Tuesday,16:30 - 19:30,Lab G0.4
ISE,BSc (Hons) Computer Science with Network Security,6,L2S3,BCNS/23A/PT,15 Weeks,9,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),MUNGRA Mirnal (Mr),BCNS3101C,Work Placement (Mini Project in lieu of WP during semester break),N/A,,100% CWK,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ISE,BSc (Hons) Computer Science with Network Security,6,L3S1,BCNS/23B/FT,15 Weeks,14,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),SOOKARAH Doorgesh (Mr),BCNS3103C,Machine Learning,3+7,6,,ARMOOGUM Vinaye (Prof),FT,Odd,Even,Tuesday,8.00 - 11.00,BPML 1.09
ISE,BSc (Hons) Computer Science with Network Security,6,L3S1,BCNS/23B/FT,15 Weeks,14,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),SOOKARAH Doorgesh (Mr),BCNS3006C,Capstone Computer Science Project (new),N/A,12,100% CWK,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ISE,BSc (Hons) Computer Science with Network Security,6,L3S1,BCNS/23B/FT,15 Weeks,14,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),SOOKARAH Doorgesh (Mr),BCNS3104C,Network security,3+7,6,,BHUNGEE Shivraj (Mr),PT,Odd,Even,Saturday,8.00 - 11.00,BPML 0.11
ISE,BSc (Hons) Computer Science with Network Security,6,L3S1,BCNS/23B/FT,15 Weeks,14,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),SOOKARAH Doorgesh (Mr),BCNS3102C,IoT Networks and Applications,3+7,6,,LALOO Nassirah (Dr),FT,Odd,Even,Monday,09:00 - 12:00,DML Lab
ISE,BSc (Hons) Computer Science with Network Security,6,L3S1,BCNS/23B/FT,15 Weeks,14,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),SOOKARAH Doorgesh (Mr),BCNS3105C,Network Design and Management,3+7,6,,HEERASING Rishi (Mr),FT,Odd,Even,Tuesday,11:00 - 14:00,Lab G1.5
ISE,BSc (Hons) Computer Science with Network Security,6,L2S2,BCNS/24A/FT1,15 Weeks,28,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Vinaye (Prof),WAT2140C,Web Service Development,3+7,6,,SOOKARAH Doorgesh (Mr),FT,Odd,Even,Tuesday,12:00 - 15:00,Lab G1.2
ISE,BSc (Hons) Computer Science with Network Security,6,L2S2,BCNS/24A/FT1,15 Weeks,28,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Vinaye (Prof),BCNS2209C,Cross-Platform Mobile Applications,3+7,6,,ARMOOGUM Vinaye (Prof),FT,Odd,Even,Monday,11.00 - 14.00,BPML 1.09
ISE,BSc (Hons) Computer Science with Network Security,6,L2S2,BCNS/24A/FT1,15 Weeks,28,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Vinaye (Prof),BCNS2206C,Agile Software Engineering,3+7,6,,SOOKARAH Doorgesh (Mr),FT,Odd,Even,Wednesday,11:00 - 14:00,BPML 1.09
ISE,BSc (Hons) Computer Science with Network Security,6,L2S2,BCNS/24A/FT1,15 Weeks,28,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Vinaye (Prof),BCNS2208C,Operating System Administration,3+7,6,,SOBHUN Vivek (Mr),PT,Odd,Even,Wednesday,14.00 - 17.00,Lab G1.1
ISE,BSc (Hons) Computer Science with Network Security,6,L2S2,BCNS/24A/FT1,15 Weeks,28,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Vinaye (Prof),BCNS2207C,Research and Innovation (BCNS),3+7,6,,ARMOOGUM Vinaye (Prof),FT,Odd,Even,Monday,8.00 - 11.00,BPML 1.09
ISE,BSc (Hons) Computer Science with Network Security,6,L2S2,BCNS/24A/FT2,15 Weeks,23,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Vinaye (Prof),WAT2140C,Web Service Development,3+7,6,,SOOKARAH Doorgesh (Mr),FT,Odd,Even,Monday,09:00 - 12:00,Lab G1.2
ISE,BSc (Hons) Computer Science with Network Security,6,L2S2,BCNS/24A/FT2,15 Weeks,23,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Vinaye (Prof),BCNS2209C,Cross-Platform Mobile Applications,3+7,6,,ARMOOGUM Vinaye (Prof),FT,Odd,Even,Saturday,11.00 - 14.00,BPML 1.09
ISE,BSc (Hons) Computer Science with Network Security,6,L2S2,BCNS/24A/FT2,15 Weeks,23,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Vinaye (Prof),BCNS2206C,Agile Software Engineering,3+7,6,,SOOKARAH Doorgesh (Mr),FT,Odd,Even,Friday,09:00 - 12:00,Lab G1.2
ISE,BSc (Hons) Computer Science with Network Security,6,L2S2,BCNS/24A/FT2,15 Weeks,23,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Vinaye (Prof),BCNS2208C,Operating System Administration,3+7,6,,SOBHUN Vivek (Mr),PT,Odd,Even,Monday,12.00 - 15.00,Lab G1.2
ISE,BSc (Hons) Computer Science with Network Security,6,L2S2,BCNS/24A/FT2,15 Weeks,23,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Vinaye (Prof),BCNS2207C,Research and Innovation (BCNS),3+7,6,,ARMOOGUM Vinaye (Prof),FT,Odd,Even,Saturday,8.00 - 11.00,BPML 1.09
ISE,BSc (Hons) Computer Science with Network Security,6.1,L2S1,BCNS/24B/FT,12 Weeks,16,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),GOPEE Ajit (Mr),BCNS2101C,Programming Techniques 2,3+7,6,,GOPEE Ajit Kumar (Mr),FT,Odd,Even,Tuesday,11.00 - 14.00,BPML 1.09
ISE,BSc (Hons) Computer Science with Network Security,6.1,L2S1,BCNS/24B/FT,12 Weeks,16,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),GOPEE Ajit (Mr),BCNS2102C,Switching and Routing Techniques,3+7,6,,BHUNGEE Shivraj (Mr),PT,Odd,Even,Saturday,11:30 - 14:30,BPML 0.11
ISE,BSc (Hons) Computer Science with Network Security,6.1,L2S1,BCNS/24B/FT,12 Weeks,16,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),GOPEE Ajit (Mr),BCNS2103C,Server-Side Web Programming,3+7,6,,SAGGOONOO Yanesh (Mr),PT,Odd,Even,Friday,08:00 - 11:00,BPML 0.02A
ISE,BSc (Hons) Computer Science with Network Security,6.1,L2S1,BCNS/24B/FT,12 Weeks,16,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),GOPEE Ajit (Mr),BCNS2208C,Operating System Administration,3+7,6,,SOBHUN Vivek (Mr),PT,Odd,Even,Monday,12:00 - 15.00,Lab G1.2
ISE,BSc (Hons) Computer Science with Network Security,6.1,L2S1,BCNS/24B/FT,12 Weeks,16,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),GOPEE Ajit (Mr),BCNS2105C,Data Security & Cryptography,3+7,6,,PURMESSUR Akshay (Mr),PT,Odd,Even,Saturday,8:15 - 11:00,Lab G1.3
ISE,BSc (Hons) Computer Science with Network Security,6.1,L1S2,BCNS/25A/FT,12 Weeks,36,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Sandhya (AP),BCNS1209C,Programming for Machine Learning,3+7,6,,SOOKARAH Doorgesh (Mr),FT,Odd,Even,Wednesday,08:00 - 11:00,BPML 1.09
ISE,BSc (Hons) Computer Science with Network Security,6.1,L1S2,BCNS/25A/FT,12 Weeks,36,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Sandhya (AP),BCNS1206C,Probability & Statistical Techniques,3+7,6,,PEER Arshad (Dr),FT,Full F2F,N/A,Monday,08:00 - 11:00,BPML 0.08
ISE,BSc (Hons) Computer Science with Network Security,6.1,L1S2,BCNS/25A/FT,12 Weeks,36,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Sandhya (AP),BCNS1210C,Cyber Crime and Security Fundamentals,3+7,6,,ASSOTALLY Nooreenah Ameerah (Mrs),FT,Odd,Even,Tuesday,11.00 - 14.00,BPML 0.11
ISE,BSc (Hons) Computer Science with Network Security,6.1,L1S2,BCNS/25A/FT,12 Weeks,36,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Sandhya (AP),BCNS1207C,Networks,3+7,6,,HEERASING Rishi (Mr),FT,Odd,Even,Monday,11:00 - 14:00,BPML 2.13
ISE,BSc (Hons) Computer Science with Network Security,6.1,L1S2,BCNS/25A/FT,12 Weeks,36,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Sandhya (AP),BCNS1208C,Computer Architecture and Operating Systems,3+7,6,,SAGGOONOO Yanesh (Mr),PT,Odd,Even,Thursday,8:00 - 11:00,BPML 0.08
ISE,BSc (Hons) Computer Science with Network Security,6.1,L1S1,BCNS/25B/FT,12 Weeks,20,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Sandhya (AP),BCNS1103C,Database Design,3+7,6,,GOPEE Ajit Kumar (Mr),FT,Wk 7 - 12,Wk 1 - 6,Thursday,12:30 - 15:30,Lab G0.2
ISE,BSc (Hons) Computer Science with Network Security,6.1,L1S1,BCNS/25B/FT ,12 Weeks,20,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Sandhya (AP),BCNS1101C,Maths for Computer Science,3+7,6,,SAIB Aslam (Dr),FT,Wk 7 - 12,Wk 1 - 6,Thursday,08:00 - 11:00,BPML 2.08
ISE,BSc (Hons) Computer Science with Network Security,6.1,L1S1,BCNS/25B/FT ,12 Weeks,20,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Sandhya (AP),WAT1119C,Web Design & Development,3+7,6,,ST FLOUR Olivier (Mr),PT,Wk 7 - 12,Wk 1 - 6,Saturday,09:00 - 12:00,Lab G0.2
ISE,BSc (Hons) Computer Science with Network Security,6.1,L1S1,BCNS/25B/FT ,12 Weeks,20,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Sandhya (AP),BCNS1105C,Professional Communications,3+7,6,,RAMDONEE Vikash (Mr),PT,Wk 7 - 12,Wk 1 - 6,Saturday,12:30 - 15:30,BPML 0.02A
ISE,BSc (Hons) Computer Science with Network Security,6.1,L1S1,BCNS/25B/FT ,12 Weeks,20,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Sandhya (AP),BCNS1102C,Programming Techniques 1,3+7,6,,GOPEE Ajit Kumar (Mr),FT,Wk 7 - 12,Wk 1 - 6,Friday,12:30 - 15:30,Lab G0.2
ISE,MSc Blockchain Technologies and Business Applications,1.1,LM,MBTBA/24A/PT,15 Weeks,12,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Sandhya (AP),MBTBA5315,Dissertation/Capstone Project,N/A,18,100% CWK,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ISE,MSc Blockchain Technologies and Business Applications,1.1,LM,MBTBA/24A/PT,15 Weeks,12,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Sandhya (AP),MBTBA5414,Cryptocurrencies Markets and Dynamics,3+7,6,,PHANSALKAR Shraddha (Prof),PT (India),"6 F2F sessions (6 days, including 1 Saturday in Mauritius)",9 online sessions (from India),Wednesday,17:00 - 20:00,BPML 0.08
ISE,MSc. Computer Science with Emerging Technologies,M S3,ISE,MCSET/23B/PT,15 Weeks,1,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Sandhya (AP),SE3100,Big Data Analytics in lieu of 'Big Data Analytics and Visualisation',,,100% CWK,JUNGUM Nevin Vunka (Dr),PT,Even,Odd,Wednesday,17:00 - 20:00,BPML 0.02A
ISE,MSc. Computer Science with Emerging Technologies,M S3,ISE,MCSET/23B/PT,15 Weeks,1,GOPEE Ajit (Mr),ARMOOGUM Sandhya (AP),ARMOOGUM Sandhya (AP),SE3100,Deep Learning Techniques in lieu of 'Computer Vision and Pattern recognition',,,100% CWK,SUDDUL Geerish (Dr),FT,Even,Odd,Tuesday,16:30 - 19:30,Lab G1.1
